id,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,left_heel_x,left_heel_y,right_heel_x,right_heel_y,left_foot_index_x,left_foot_index_y,right_foot_index_x,right_foot_index_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_pinky_x,left_pinky_y,right_pinky_x,right_pinky_y,left_index_x,left_index_y,right_index_x,right_index_y,left_thumb_x,left_thumb_y,right_thumb_x,right_thumb_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,label
80,435.627,1353.1138,194.72546,1328.6287,413.9778,1384.8773,211.32602,1370.3555,445.42154,1470.8336,161.62788,1437.3403,535.2377,497.84622,81.405235,203.51677,520.301,468.2436,73.41369,152.63577,513.71844,426.67084,97.27321,145.59334,502.71506,439.22287,108.36244,165.88412,501.99493,436.65097,258.44785,393.65952,1
81,448.8792,1322.2568,220.01418,1328.4601,420.98883,1354.684,237.92474,1365.1909,477.07095,1434.3704,197.24907,1441.7511,644.7735,717.7235,225.82045,734.03723,665.8765,753.08374,222.03934,779.26294,658.14166,746.4404,242.16017,764.3763,637.3595,735.98785,253.86569,746.3157,523.65875,442.90378,274.1017,427.78253,1
82,434.0989,1354.5208,175.29167,1335.3461,405.83615,1389.699,197.59872,1372.9595,465.6478,1477.1011,148.82692,1454.2389,516.8319,745.39825,175.52428,726.0217,522.12415,800.88184,188.11061,775.4282,488.01382,785.95374,214.84561,758.098,469.4735,770.256,219.07933,737.8943,465.09085,404.20288,185.30017,405.5141,2
83,440.98615,1336.0314,211.57202,1330.2603,425.65317,1365.3862,233.23022,1369.6112,442.08563,1437.6978,190.72699,1433.4292,313.33878,365.91742,189.732,149.04843,285.59006,342.32922,194.08734,96.82629,288.19284,323.49512,205.71767,101.162415,299.68588,333.8037,213.2575,114.90963,444.1939,405.15457,249.99744,384.09216,3
84,471.21298,1314.8387,203.8126,1348.7632,447.98074,1343.8696,233.69826,1390.1196,483.1728,1426.07,161.48335,1463.4958,433.50455,616.4871,104.29087,787.8656,395.1631,633.19214,70.549675,838.2501,372.95065,600.9297,87.95223,844.7991,377.32315,596.6931,112.86308,826.0242,491.29077,412.47134,220.18466,426.39984,3
85,400.64505,1348.6805,162.62323,1302.699,376.93106,1387.8502,184.45204,1340.6079,426.63937,1460.1642,133.46942,1407.2751,503.32013,776.0575,94.918205,718.71405,520.67584,824.3661,75.61645,763.09705,503.70032,821.1714,95.53468,757.0075,482.48105,804.7769,111.09367,740.78314,439.45258,439.3491,195.9683,419.9741,3
86,411.14926,1324.6157,171.88239,1303.2722,387.78494,1358.4039,193.23492,1336.5314,435.58316,1437.3077,148.36429,1414.7487,449.83936,387.0437,231.58824,518.54553,418.9478,357.86163,277.95514,513.75446,395.35223,341.27393,279.82678,482.91046,397.77332,358.09113,269.22534,491.67877,423.55508,406.93173,178.45827,416.68665,3
87,417.22272,1322.3729,186.2014,1355.672,392.28598,1357.4563,200.29999,1392.9596,442.8944,1440.6697,161.74028,1471.0342,487.9721,755.048,177.61653,676.4204,492.61005,810.6509,197.00255,723.38513,464.32248,796.10034,231.41917,693.6773,445.758,778.3057,229.90218,674.1039,443.82687,429.6956,184.10507,410.94955,3
88,455.5686,1307.8804,189.46086,1319.4415,438.6286,1339.8712,209.30049,1356.6235,484.03555,1416.8335,166.27187,1428.7551,497.27838,622.5718,159.2931,589.86523,490.28918,618.32404,161.66205,570.43896,489.87244,585.8605,154.95528,539.65735,480.04855,590.4286,165.35144,541.5624,435.70096,451.72592,192.69153,457.798,2
89,431.59717,1320.8594,182.33376,1331.0842,407.60934,1353.8186,196.86243,1365.2817,452.30713,1436.3926,158.3663,1441.1631,480.89337,777.95825,267.3352,302.9311,494.91003,825.25586,289.88275,271.3504,480.72235,823.88074,286.04523,268.36942,458.54822,809.509,286.66104,280.88193,418.92593,450.92615,209.39705,412.5869,3
90,415.28064,1319.6353,179.33835,1326.2944,396.54852,1355.8931,200.69492,1371.1884,422.6973,1430.8728,153.61046,1435.8237,535.9632,420.05325,115.70252,395.01584,544.6291,370.87405,119.39453,350.7459,543.9918,340.46594,126.03241,325.15042,524.0487,361.77612,141.09566,341.73587,434.637,412.24902,195.1331,398.67905,3
91,433.96326,1321.0919,208.21284,1326.535,413.55377,1347.2357,221.02785,1352.9956,448.91382,1432.6361,182.64938,1435.0592,261.98016,511.53323,425.1633,517.04224,205.48172,511.2282,474.8801,530.85626,207.28879,484.23712,478.20773,511.48462,229.36557,486.78534,456.137,509.52103,446.01678,427.22256,231.59828,417.4982,3
92,434.62112,1286.331,196.62311,1330.5969,403.89267,1319.23,205.38438,1369.5636,470.7517,1391.0789,179.9187,1438.7775,529.7049,772.82043,203.37071,745.95215,540.89954,821.0718,193.41927,797.5902,524.651,817.5576,220.99236,789.90594,503.91562,800.5964,236.31017,768.0584,486.65823,436.04538,243.76254,424.22296,3
93,438.75546,1287.3413,201.34457,1310.3234,424.73047,1318.3691,226.68744,1352.6309,439.0909,1393.9648,164.62135,1412.5709,495.11188,346.26428,236.29501,317.04037,498.18604,307.76767,245.30441,284.9085,491.19135,289.1361,252.03006,274.1421,478.5786,305.0682,253.52129,286.00174,428.0973,425.37726,242.3633,405.47998,3
94,406.495,1367.7919,165.28471,1341.2646,386.6296,1403.8207,182.90468,1376.9521,430.9173,1488.8792,134.992,1456.0332,416.96463,741.4768,168.44241,716.69,410.44354,786.2965,176.56924,772.2892,384.68796,763.1614,213.71988,750.92004,374.9613,745.90485,218.78436,726.3109,433.61688,433.27875,178.09369,409.2252,1
95,425.45013,1346.8011,149.72787,1343.8881,404.0223,1381.2145,173.2901,1383.2397,447.73087,1460.307,111.8099,1454.9514,431.4609,595.2084,151.02296,706.44104,395.89426,602.96686,149.02892,743.46155,384.76004,563.0663,166.1321,727.30035,386.31476,560.7958,178.08334,710.6565,459.16608,424.366,188.41667,414.02588,1
96,419.86987,1328.2212,160.5743,1332.246,399.25903,1367.2235,188.77554,1377.5581,443.31665,1461.0834,134.83583,1458.4009,376.7075,770.5737,64.28607,736.6421,371.26733,819.5952,33.8734,787.4371,337.70926,802.25244,65.32104,788.11804,329.07217,785.57733,85.17462,767.54205,438.91656,426.8408,184.81566,409.0763,1
97,446.02896,1333.2981,181.99925,1327.8478,414.48477,1368.9309,204.73227,1368.0999,475.29645,1453.1077,160.09418,1447.8152,525.40515,732.3196,171.22908,714.4805,535.7624,777.7716,165.0627,753.3233,511.71097,764.109,187.71619,733.49963,493.87845,751.60394,198.09839,715.5417,459.82187,433.96655,205.4815,442.05673,1
98,463.7527,1321.1716,216.6636,1323.6798,459.49167,1357.8644,240.40958,1358.5804,471.16397,1419.5042,193.62004,1419.1893,405.64426,494.33212,302.98035,366.38513,400.96295,488.12732,327.79965,360.1498,399.00534,474.17725,320.63705,366.7288,397.41824,479.7799,308.7276,368.04315,360.04276,455.16852,199.47682,440.9347,3
99,435.09558,1335.427,170.52977,1335.9028,413.172,1365.3248,188.53333,1371.7742,451.72263,1450.1691,149.63565,1448.1371,429.4837,491.8036,274.20932,318.40277,393.0832,449.18637,326.70776,304.17343,402.448,426.01288,337.00757,313.7308,405.1678,445.59677,315.6049,328.57254,489.78015,446.6588,257.1014,382.77927,3
100,426.15112,1321.9021,171.66063,1311.2429,400.05246,1357.5311,193.2294,1349.4136,432.7798,1430.7703,153.3007,1422.9856,554.4413,26.074142,181.04005,38.212814,580.3822,-20.279007,164.47104,-11.552429,549.8091,-36.27968,188.6219,-19.952927,530.86914,-15.580826,200.01408,-7.1551514,437.77,402.3629,244.34583,398.85342,3
101,390.83188,1351.5845,151.2595,1359.0924,368.95425,1390.3647,170.43744,1397.3077,413.295,1466.696,131.61218,1472.0319,393.712,593.7479,217.59633,546.72406,379.52072,600.8282,267.5441,567.8236,369.72668,569.8119,288.29962,538.6606,365.83322,570.0344,270.04645,533.85425,394.7567,430.0807,147.1469,389.84055,2
102,401.10843,1327.5867,163.6737,1314.2433,382.73724,1359.5027,182.31747,1353.3318,404.7419,1433.3618,135.13014,1414.835,561.3576,215.42453,131.18866,187.20757,587.1421,171.92044,110.13107,150.25067,569.4223,155.26917,130.08775,141.01987,553.1549,172.37903,141.04561,152.19342,435.34348,439.007,254.98453,416.6153,3
103,448.92633,1377.1384,165.41302,1375.4199,425.73514,1410.2517,193.10854,1414.1981,463.2928,1498.6597,124.32528,1498.8616,420.16818,511.0074,118.534004,737.9102,372.51825,492.9538,98.358665,783.93176,372.66968,453.224,117.93761,786.3026,376.15347,463.29376,137.3162,769.5519,474.32233,410.73358,196.88339,404.49966,3
104,529.2618,1073.8275,290.12183,1262.8365,462.9564,1145.94,300.47794,1310.7349,643.52844,1226.5569,339.42438,1433.3757,542.8169,952.6584,-255.88876,919.5105,582.23737,1037.7745,-350.10812,966.0676,527.2633,1059.8538,-299.50302,995.9185,482.0845,1027.5856,-251.68895,973.52673,643.12976,305.13892,122.43685,282.08118,3
105,450.14227,1335.8655,233.61678,1319.817,436.71838,1368.1079,251.1672,1360.6982,451.64038,1440.5176,199.33737,1418.4814,459.238,455.1973,218.1432,181.54346,446.88516,434.69623,225.2714,129.98985,452.6765,418.09167,249.2373,134.95181,450.52188,427.45105,253.0059,155.50067,502.0933,438.15613,303.1488,397.59732,3
106,425.16098,1370.3955,148.81308,1389.9884,402.9484,1408.7416,166.0657,1435.9187,454.06726,1486.5638,126.23367,1502.2275,431.22427,521.00946,167.87296,514.4217,402.51898,499.4677,187.20084,499.41034,397.76944,458.63806,191.67398,467.68948,398.1721,467.6911,192.84506,470.76746,440.25513,435.62473,185.06374,417.09735,3
107,429.98755,1305.7993,183.12367,1326.3806,403.68768,1340.9824,200.20734,1362.2292,469.83813,1415.744,166.02887,1438.4828,502.05704,768.4852,139.8333,748.2377,513.3461,819.8013,121.163666,797.50146,490.5297,815.7479,142.18312,793.0688,468.9079,799.08093,158.4535,774.0303,453.6918,432.82407,216.45596,423.1324,3
108,459.70367,1329.551,192.81506,1330.0287,439.04852,1357.0477,213.87248,1363.7124,483.22876,1440.5688,164.73676,1443.4312,456.0933,766.69745,204.89987,150.29675,446.5485,816.2258,238.53575,100.2977,422.87103,799.90466,251.56325,111.377335,410.5801,785.28723,247.81046,137.68192,461.43213,434.048,230.56007,400.26013,1
109,437.61978,1321.8885,190.54494,1335.9088,415.84348,1358.3293,212.35167,1379.2864,457.61725,1433.0231,162.13983,1447.147,508.24564,545.0646,179.01816,562.616,491.861,532.3419,189.61954,556.6488,487.07053,488.13416,192.78018,516.5549,478.73123,493.85757,199.93924,513.18176,465.5781,417.08987,214.93193,418.70886,2
110,411.07462,1329.7595,159.0399,1319.3483,385.49673,1359.3044,173.51541,1351.3682,438.2557,1442.6879,140.76216,1428.8123,528.72406,787.94794,250.0209,254.24747,551.4724,832.0989,271.68802,220.08865,542.0057,832.17444,273.54684,221.50154,517.4461,818.08374,273.6898,236.81885,438.55267,471.7387,224.73639,420.18054,3
111,433.96048,1321.1786,174.22226,1313.5137,417.84735,1353.3059,197.92294,1351.36,447.74265,1433.7122,140.48636,1423.435,587.10785,389.35437,230.63753,500.9674,609.84814,343.2992,281.47443,488.04816,601.5926,319.66876,287.8104,454.83954,582.9799,341.8277,275.04608,462.89667,391.7219,425.12692,159.68533,439.7421,2
112,447.18475,1341.415,203.83585,1337.258,427.28842,1369.1755,232.40979,1371.9888,457.53915,1461.9182,161.15175,1457.7437,417.08688,545.9866,103.30732,772.58124,363.92664,538.47754,73.63831,819.5952,358.3054,497.96198,88.84766,827.0352,365.23422,503.80762,112.58377,810.6064,490.6584,410.58862,217.42587,411.1001,3
113,446.98065,1301.8848,191.4345,1340.7252,423.01166,1330.8523,209.43352,1374.1136,476.39667,1417.3997,174.19893,1457.6831,492.01373,771.7807,239.53877,303.31772,506.5716,819.6988,259.6705,274.27167,488.1062,815.57135,260.64304,274.21948,467.03854,801.55505,260.04504,286.12024,428.35864,459.3009,216.72185,420.02942,3
114,443.01157,1284.2662,180.83672,1336.6973,417.74573,1318.5239,196.46176,1370.7643,490.54822,1382.6289,175.1576,1441.2783,460.87634,779.5221,327.0766,286.34863,480.26913,821.636,364.0018,260.6744,480.72678,824.4298,352.59344,259.70294,456.6955,809.08264,343.9495,273.7604,392.13565,450.30167,192.13234,380.513,3
115,444.9566,1299.807,195.2846,1312.8479,428.41705,1329.7212,217.20636,1351.2493,455.98203,1406.4418,158.0816,1415.6703,471.96613,590.54584,297.03964,329.02142,463.2413,595.734,315.01147,295.15216,455.67795,567.7228,310.77518,291.44244,449.64096,567.2035,313.14972,302.49954,441.12314,441.48868,236.78203,415.4284,3
116,476.0672,1296.8413,194.24365,1330.663,443.99854,1332.513,219.25673,1374.9548,497.11584,1408.9819,164.7975,1450.5801,628.85876,750.854,243.06548,743.09863,660.40356,796.3116,252.92345,788.77673,645.4183,793.2663,275.42178,770.16174,620.1962,781.71234,279.849,750.0747,473.61942,432.57236,211.54254,444.05777,1
117,437.9372,1316.9934,183.33429,1308.7639,414.14218,1347.3276,197.80345,1336.5762,464.04214,1429.4117,163.596,1418.194,256.78174,430.1129,393.88275,410.10248,203.96843,418.05313,440.53116,406.72284,205.30208,400.90436,441.86115,395.44537,225.64836,408.4489,421.32767,402.32428,440.49173,406.78235,240.18471,395.82535,3
118,411.40417,1335.8417,178.79233,1312.8643,392.6262,1371.2769,200.68811,1350.4309,440.09933,1446.7642,152.55511,1420.3083,390.51126,726.0685,112.85356,762.671,381.38745,758.5399,85.387115,809.65564,359.55322,740.3627,106.45512,808.5491,354.4701,727.1441,125.86052,788.1118,442.3911,441.50305,209.67708,436.20425,1
119,428.43866,1313.154,189.11754,1318.318,403.19403,1345.8606,205.05775,1351.538,443.72067,1418.4155,173.03088,1422.1567,360.87402,479.37894,319.46365,421.95245,316.7035,463.50296,358.1559,416.12277,312.04105,441.45248,363.15497,407.51483,326.0993,450.77673,347.22046,416.6702,450.38565,445.59485,247.93866,416.7992,3
120,421.18103,1347.6609,185.93773,1337.1327,398.85547,1382.9401,208.05923,1376.9006,448.40665,1458.3643,152.45425,1445.7026,502.30276,773.51135,116.689354,780.38806,513.6226,822.3174,94.65784,829.5989,486.93976,815.55835,111.81331,829.42316,467.65494,799.903,130.45107,810.59076,454.03635,427.13287,207.25165,430.63538,3
121,420.05203,1325.9885,150.91443,1330.6448,399.99606,1364.2773,167.34854,1376.3844,430.6068,1432.1777,125.05161,1433.7717,542.1667,539.3358,136.70213,443.04968,543.92017,538.8356,159.56476,444.95325,526.756,519.5692,184.70578,441.96255,518.7473,525.7022,174.54391,446.91394,429.79422,433.5532,203.29985,412.3911,3
122,418.36923,1305.0555,172.75595,1291.5675,400.3267,1340.4883,194.00313,1327.2952,438.6268,1413.2517,141.27939,1401.5942,471.58975,273.48636,237.785,517.2175,457.63867,227.3898,288.75803,510.42206,432.82986,221.69945,291.9364,479.10712,430.1641,246.82281,279.95935,488.79083,379.2531,384.5844,145.00983,415.67703,3
123,443.97675,1346.695,166.31897,1356.8501,422.93726,1373.8666,194.41649,1395.1967,454.05417,1460.3599,122.76908,1477.468,434.54605,530.3247,114.440865,748.6809,388.72647,515.72943,86.08717,793.4652,384.50208,477.77185,101.56386,798.10785,387.68146,485.36505,124.49113,782.18414,480.7092,420.15152,217.48425,412.7572,3
125,432.5964,1325.4994,178.91046,1316.2815,409.49323,1360.5159,199.06038,1351.2764,461.76172,1444.6034,153.0888,1430.5752,544.116,757.43475,221.16536,629.0979,567.4594,812.0739,243.65358,657.5662,547.8846,808.1436,257.879,628.38293,525.33484,790.33545,252.82082,617.342,445.273,421.02686,192.4903,406.65524,2
126,444.11008,1300.1868,185.02019,1312.5227,417.93262,1332.0444,197.40526,1346.0583,474.80573,1410.5503,167.44064,1417.9711,498.08603,792.8872,239.95609,285.16064,513.45325,841.99414,255.6547,248.9288,498.10757,839.4153,253.56383,244.39034,475.5953,823.37915,257.50076,257.67288,433.60535,467.9866,223.13152,423.49014,1
127,436.77545,1329.7546,192.95987,1359.6959,412.74432,1367.3916,214.79654,1402.3074,464.67447,1443.8572,165.58627,1473.5801,549.41187,746.68335,127.9192,738.58215,568.1926,796.71924,110.369835,792.1741,547.1348,790.7103,136.02443,782.35535,523.645,774.3618,152.97862,760.5051,455.0236,421.06674,197.13602,413.36584,1
128,427.94745,1330.6682,220.2142,1288.8926,416.98798,1350.9479,246.7301,1322.7631,410.87018,1434.5122,189.05597,1394.2638,321.7739,382.73715,239.93639,194.04068,298.16858,361.54468,248.39127,145.76256,301.70383,345.63828,257.4371,148.21915,313.80008,357.71695,264.07718,157.75089,493.83047,425.93564,310.26425,402.56516,3
129,440.942,1335.1724,188.52867,1350.0098,419.29037,1369.1881,205.19814,1388.1293,471.1694,1450.8228,163.34344,1464.1086,482.45523,748.47266,202.19456,738.4835,483.59595,798.5664,209.39609,782.8533,453.3474,780.1266,232.04019,764.3464,438.92343,763.2189,238.74959,743.8604,463.37357,436.0777,206.70038,439.5018,2
130,417.0766,1325.6812,165.81575,1349.9583,390.03226,1364.79,174.13794,1390.4242,457.01596,1438.1573,160.42575,1459.8708,500.2386,718.50525,221.83372,626.1729,517.70764,764.3057,260.64072,660.25793,499.18726,756.97815,284.27982,625.9692,478.36133,743.7226,269.54938,614.7697,418.27106,425.96667,179.91183,396.9178,3
131,407.46445,1313.8682,161.07707,1348.1073,381.83746,1347.2102,176.03731,1385.5991,442.92767,1422.4805,149.40732,1458.1763,442.0695,609.69916,243.00835,545.89343,436.25757,606.5793,295.13568,549.6079,434.99554,570.3071,299.0938,510.13055,423.63806,572.82935,283.4837,509.8175,413.8383,433.41986,159.43065,407.2452,2
132,418.76025,1319.7993,168.65308,1322.3914,390.95886,1354.8553,177.83131,1353.6096,458.74957,1428.6509,166.20459,1431.8378,484.22842,809.6367,292.6248,305.29254,504.16162,858.1055,323.2989,276.00806,495.70358,862.17566,317.3566,273.4466,471.70605,846.71204,314.21994,286.8539,405.21167,461.13702,203.5658,402.30518,1
133,412.94376,1319.1901,170.32967,1326.9888,396.76892,1353.5109,186.80533,1366.3148,434.37906,1430.3717,143.80495,1429.9404,427.5638,783.3099,195.65964,555.99963,427.87314,836.3656,200.67099,541.58936,398.14566,826.34814,196.88867,518.17786,385.22745,807.5802,202.05267,520.0824,441.45938,440.36432,217.73454,438.95752,3
134,404.53333,1408.217,172.58305,1383.6285,387.4746,1444.7155,196.01785,1425.2871,427.5767,1534.0736,139.36063,1500.5255,538.93567,787.89557,125.365814,155.30159,554.0874,837.63416,145.90817,97.78015,536.3722,832.6477,170.30629,94.773254,512.0474,817.73706,173.34486,121.832504,456.11096,448.8844,205.11371,395.14062,1
135,409.0979,1353.5405,142.37817,1348.605,386.97076,1390.3107,160.9113,1389.0239,427.29883,1465.3022,124.164345,1459.0399,489.53525,428.56207,11.310296,393.87375,494.65005,417.77777,-1.9486141,393.72012,477.61844,407.49744,20.508858,404.314,471.92618,417.36426,20.235035,412.29865,421.1541,444.148,211.36902,424.81866,3
136,425.33444,1336.2507,218.61548,1285.8173,411.9982,1362.7798,241.02008,1323.2184,407.93198,1435.8057,186.48589,1383.1335,383.3233,399.16855,234.09337,176.30322,362.45132,378.23572,235.44714,129.21262,363.5982,361.38553,248.85123,134.29558,373.53378,371.9331,256.78564,146.2011,495.135,425.33618,309.22806,398.45514,3
137,439.8777,1312.7524,218.41078,1308.7424,416.70316,1341.6218,236.63716,1338.231,454.53564,1422.1162,191.44629,1416.3984,262.27652,461.0695,390.65964,407.17502,213.18335,455.03146,436.75436,402.72916,213.54933,432.43646,435.9968,389.70282,231.3335,438.3545,416.56836,396.42596,429.41757,421.66705,223.10735,422.32733,3
138,448.80637,1324.1235,202.12024,1356.1584,427.7887,1357.688,220.12216,1394.5061,478.33673,1441.3003,174.20314,1472.2039,502.3084,749.8575,168.96219,721.9409,504.40137,799.88965,170.67929,765.3869,474.3893,781.8424,193.25235,747.06506,457.99658,765.85803,201.90543,727.96423,467.51645,428.06403,204.532,427.41187,1
139,433.66034,1362.9615,187.94054,1370.1393,411.23157,1393.0369,209.15001,1406.7539,455.15723,1489.843,159.08968,1500.1555,594.6806,760.6131,241.16222,684.44794,619.65894,818.4622,261.44742,731.8876,597.7885,813.4478,289.23102,704.8758,572.1748,795.9219,288.57245,685.7174,469.2791,417.522,198.11954,408.6435,2
140,428.17447,1353.4642,191.55551,1361.1444,405.93573,1390.9437,210.17584,1401.3159,457.3532,1467.2097,168.31145,1471.9182,497.01303,767.84875,112.20125,760.97656,508.521,815.57446,93.229935,810.0664,486.184,810.34247,112.962906,806.30096,464.6795,794.82275,130.93692,786.8503,452.28128,421.57712,198.71622,419.5386,3
141,407.20697,1333.5082,145.61714,1346.1671,384.88434,1364.6467,164.80826,1385.5122,422.30927,1449.2517,111.30996,1455.5259,511.40964,618.4542,286.09317,339.82483,511.72183,642.6677,311.4323,306.72333,493.04785,623.1616,309.84818,298.30835,482.6366,616.9125,309.1699,310.1393,435.59015,444.4604,219.16223,414.37473,3
142,405.89127,1315.6483,175.75154,1324.4629,384.1988,1349.1099,200.41486,1363.6987,424.79776,1429.846,155.10147,1444.6946,383.2951,346.93475,97.682556,730.99677,362.7356,304.6187,61.72381,770.6621,364.8658,291.50424,81.70704,782.86755,361.1073,310.74237,104.863045,769.6946,430.47076,413.0711,203.04404,421.5302,3
143,448.11777,1334.3627,197.4697,1343.0916,427.62103,1360.1722,225.12961,1376.4679,470.99762,1456.7084,155.21452,1466.426,401.91043,616.0517,85.828545,781.13965,359.85443,633.7313,52.60696,831.41113,339.25818,602.62976,68.90801,839.57574,345.15207,596.77136,93.525536,821.3779,484.09503,401.30377,212.41367,413.8731,2
144,432.53134,1299.5198,217.88033,1313.387,420.241,1337.1771,230.393,1349.6152,471.42462,1383.1069,210.59396,1403.4332,423.10782,542.235,193.01086,775.4471,414.1442,497.10587,183.15024,799.68195,435.5272,463.65512,176.90186,810.57056,422.19412,485.15137,187.09631,804.0062,360.71936,459.05304,223.5444,450.84045,3
145,438.23224,1343.7123,173.92389,1337.5088,419.3082,1375.0763,197.88205,1374.6724,461.75604,1456.2759,130.40054,1447.2026,413.841,659.92883,107.12623,785.6168,385.97064,678.9544,82.81833,836.3707,368.9323,649.244,104.13718,836.3947,367.59808,642.764,125.58661,815.7704,460.4219,436.84512,199.40892,441.80646,2
146,425.92972,1320.5292,181.96968,1336.2637,402.72797,1354.3849,201.63942,1372.4147,447.7845,1432.6111,160.93224,1448.0674,385.63913,505.397,276.34305,503.52478,345.27963,489.4145,317.0271,494.19348,341.37057,451.47394,313.49722,462.68192,349.86102,458.50815,302.67642,468.305,442.33884,407.32996,200.85617,403.57724,2
147,440.2565,1346.289,190.58109,1359.3223,418.77634,1383.1885,213.2582,1399.525,466.29623,1465.6984,165.41245,1473.559,577.71875,746.15796,193.212,624.08716,596.99457,803.1808,208.67279,649.00696,571.36847,797.1068,221.82564,620.0271,550.178,779.69214,220.59607,610.676,462.70087,417.31296,206.89891,406.0071,2
148,427.30328,1322.9236,189.40477,1309.3162,409.29578,1359.1481,214.06474,1350.9731,432.21484,1417.5991,162.98785,1406.489,547.9061,153.15213,150.0925,161.03027,552.5258,99.30153,157.76233,109.30725,519.9263,98.49495,190.66444,110.651245,505.8379,126.669235,197.72797,134.69223,438.41367,418.02322,240.94714,413.84998,3
149,418.0151,1327.7708,172.21136,1324.4384,400.0723,1365.5027,191.1731,1364.0603,431.23007,1432.7637,152.2683,1430.9724,536.18335,418.5724,132.16748,383.2845,553.5104,413.08728,140.22018,384.7481,529.3652,407.50256,163.6969,386.3751,520.1469,415.7646,159.65765,390.93512,394.85944,424.31708,200.5382,414.41074,2
150,453.0992,1301.0286,192.91885,1323.2329,430.83932,1331.0583,212.26245,1354.9888,482.98267,1410.2838,171.36765,1430.2275,498.96005,781.05164,285.4585,308.31638,511.6385,829.5415,307.216,277.71573,495.11566,828.95264,303.368,277.04144,473.88635,813.8473,303.36905,289.7694,438.7332,468.3159,239.63518,430.6695,3
151,430.7874,1305.2402,165.96443,1324.3456,407.65405,1336.5586,184.7125,1357.5353,455.60422,1413.5005,142.66753,1431.3147,292.2559,499.42792,338.8825,488.68384,244.46683,489.1469,394.3062,478.32565,246.42455,455.11707,383.8411,445.80902,262.34906,460.73236,363.04642,453.7004,424.49292,404.433,189.5554,407.7268,1
152,450.5712,1291.5461,186.76578,1336.5522,422.81805,1320.1475,202.27774,1372.1604,474.86414,1406.6904,164.69939,1458.3568,545.3883,673.2254,207.76889,647.41296,527.3605,709.62286,217.2352,688.2972,505.6479,679.1467,242.71095,665.4278,502.87296,669.7867,245.13565,651.5592,529.3713,414.4006,277.64532,394.79706,2
153,402.3245,1318.7393,172.70486,1309.4045,385.0984,1346.7474,197.08531,1343.3826,409.79312,1429.0771,129.27754,1408.5071,435.0755,403.08008,372.87485,365.0967,423.2677,343.67737,418.59042,329.11624,442.11224,325.66745,411.41293,309.87485,434.44598,345.36304,399.19373,327.39508,425.99478,424.25806,194.59746,386.5276,3
154,407.57806,1367.6805,171.69395,1377.4622,384.39523,1403.0109,190.37773,1417.3062,431.98135,1492.5677,142.28603,1497.7808,555.26697,772.7839,218.19438,673.3904,577.0782,825.4336,237.9373,713.72424,559.84845,818.9321,261.1169,686.727,536.5457,802.3736,260.42358,670.1214,457.2847,427.67664,188.22623,406.8184,2
155,418.2776,1318.5847,188.89348,1299.5135,399.45135,1348.5679,208.72234,1334.7671,434.42258,1427.6113,154.04767,1409.9889,425.67017,409.9469,173.8254,745.85297,405.7763,382.25287,157.81305,796.4615,404.20242,366.84787,186.21272,793.98083,401.65338,379.6784,203.58347,773.89307,442.63153,427.43408,213.51616,432.2421,3
156,444.32516,1298.459,213.52371,1322.854,423.0289,1331.7947,232.22102,1361.6648,471.25815,1407.8302,180.92079,1430.1484,512.3946,745.6886,187.31146,742.74786,517.759,795.1453,179.83789,790.9127,491.12405,783.24347,202.67711,780.0428,472.61365,766.66437,216.44196,759.79315,476.17236,434.18076,229.2678,429.59906,1
157,421.94092,1315.8052,174.45068,1320.7567,401.57684,1347.5703,197.78009,1348.2273,442.83493,1427.068,143.83305,1427.0728,427.6799,500.31357,491.2991,414.24524,407.25607,472.3407,528.7079,397.03107,429.35583,444.53668,501.26273,382.80432,426.9382,450.46603,481.16177,388.38214,384.46848,416.5796,204.97493,385.62314,3
158,455.03128,1350.6226,185.22209,1353.6191,431.48822,1378.9283,215.39009,1393.7183,464.4834,1469.212,140.13562,1473.7068,451.1545,590.3727,115.185234,805.1642,411.444,594.08685,82.239365,852.4586,393.68216,558.7848,95.96367,862.8557,397.6147,561.77014,120.48751,846.3907,492.93478,418.8098,225.59586,432.28177,2
159,440.4101,1376.2343,190.32352,1391.0834,423.00354,1406.286,214.33136,1426.3276,463.05685,1506.0272,156.01357,1520.1727,448.16592,682.53485,176.36473,706.1359,437.7159,710.32666,193.64421,745.4667,421.99112,680.0133,213.89162,719.287,412.2012,670.5902,217.07019,700.81964,457.3905,414.57736,173.21017,411.9355,2
160,372.71512,1352.6123,150.3495,1345.7607,355.81857,1389.7303,173.97145,1382.5836,395.51392,1476.5383,117.73991,1464.5925,321.09842,659.0527,84.352104,710.2217,302.4672,691.7091,85.65976,766.3103,281.52274,663.1123,118.70632,747.75977,276.6777,649.50793,128.75093,722.1951,367.8224,397.67453,99.800446,389.01767,3
161,452.10455,1313.5829,205.89096,1324.9006,430.46844,1343.3467,222.43796,1357.0251,476.10513,1416.2488,189.34808,1423.2007,447.1691,495.87305,316.7,339.17935,427.2243,456.142,329.671,316.25952,439.58746,425.86475,324.1273,321.42114,431.25986,440.43124,324.08722,330.0241,429.82913,455.80624,221.72359,411.02573,2
